"business_id","start","end","n","peak","restaurant_id","key"
"JENjTUvaYmuxyKR6E8Pr6w",2006-10-23,2015-02-19,49,2011-03-23 00:00:00,"geEVkv3z","yelp_id_0"
"JHQPp8V2cmsmw0SFrpsv8w",2006-03-16,2010-01-05,10,2007-12-26 12:00:00,"we39MR3k","yelp_id_0"
"JJfRBKUSsWlcWEu3O5ZP2A",2010-04-09,2015-04-29,83,2012-04-25 00:00:00,"wmo7pGOq","yelp_id_0"
"JQ20SEk7zxRD66DxLNp4RQ",2005-08-18,2011-11-16,21,2010-08-01 00:00:00,"B1oXWY3V","yelp_id_1"
"JU0Hts8FShbdSUCPMqre4A",2005-08-29,2015-04-30,220,2012-03-31 00:00:00,"7RO5XVoq","yelp_id_0"
"JW9vBBzCBzrzLFPCeLPGhw",2009-06-29,2014-06-21,114,2010-10-20 00:00:00,"v5oJDdEB","yelp_id_0"
"JZWWu6WP1aSI89pj3PF7IA",2008-11-14,2015-04-14,69,2011-10-13 00:00:00,"XJ3rr83R","yelp_id_0"
"J_4sDdzq6XctP0DMtb4_9A",2006-04-07,2015-03-12,38,2009-12-30 12:00:00,"Pk3wnaEd","yelp_id_0"
"JdW0fuGNLbNHG7FCneijLw",2005-06-27,2015-03-30,147,2010-01-29 00:00:00,"qN3gkz3A","yelp_id_0"
"JhQk0tiAIPyl1j2mpvenxQ",2007-10-15,2010-12-17,12,2009-11-29 00:00:00,"lnORNnON","yelp_id_1"
"JiDD7EcXyiIubWu3Y7kssg",2011-03-28,2015-03-31,75,2014-01-27 00:00:00,"rJoQyvoV","yelp_id_0"
"JjJ7OGM7dZFIJfOMj_4PYw",2005-07-10,2015-03-12,262,2011-06-22 00:00:00,"rJoQ9oVj","yelp_id_0"
"JlhK_PGYiY7R9MrNTFcpvg",2006-02-12,2007-12-05,7,2006-03-09 00:00:00,"1JEbr1ER","yelp_id_0"
"JmRzn2nwZSzb0UmVK7w2cA",2006-08-14,2015-04-19,47,2011-12-06 00:00:00,"WwOaB0EB","yelp_id_0"
"Jn4AdaLDmXwpEundLuBrDg",2010-09-05,2015-05-01,575,2012-06-02 00:00:00,"dj3dJLO9","yelp_id_0"
"JnOTD9O60gA__8uy5fWldg",2005-08-27,2011-05-27,20,2009-12-16 00:00:00,"ydEjP1oW","yelp_id_0"
"Jot9pdF1qvE2eWio3fMndw",2005-06-28,2015-03-27,218,2010-07-08 00:00:00,"dj3dGgE9","yelp_id_0"
"Jp9svt7sRT4zwdbzQ8KQmw",2005-08-26,2007-11-11,6,2006-01-08 12:00:00,"N6Ok7qOx","yelp_id_0"
"JqzBvkQsjPrPi9xU_3pIKw",2007-07-05,2011-06-30,21,2007-09-12 00:00:00,"1m3Mx9EB","yelp_id_0"
"Jryua9olKxJg-TFC1KAmsw",2005-09-12,2015-04-29,61,2009-11-05 00:00:00,"we39XDEk","yelp_id_0"
"JsnSZplFB-jeccoBZu6J8g",2008-01-08,2015-04-14,28,2011-06-04 00:00:00,"B1oX7l3V","yelp_id_0"
"Jt-yF5nNYND5j6imKhv-Aw",2008-04-06,2014-06-17,5,2009-09-05 00:00:00,"dj3d6rO9","yelp_id_0"
"JujBVdGu66Ywp1HQeiXR6g",2005-06-29,2015-05-02,673,2011-02-26 00:00:00,"eVOBJkOj","yelp_id_0"
"JzY4UCDSdCd3DMIpJ9sHtg",2005-08-18,2015-04-21,257,2012-07-22 00:00:00,"XJ3rpQOR","yelp_id_0"
"K0WmsjUNJq0gz5KfG5qiUg",2006-01-29,2014-11-02,21,2009-07-30 00:00:00,"dj3dnLO9","yelp_id_0"
"K1XHQ1E2VMh5JYh9VeUGZw",2008-12-17,2015-02-25,17,2012-06-15 00:00:00,"rNo6XJE6","yelp_id_0"
"K3IcmIi1fdW9RonMROUUbQ",2006-12-14,2013-08-21,9,2009-04-02 00:00:00,"8xExpWE0","yelp_id_0"
"K3Lp03fdjx-2zUKX74jDkw",2008-01-04,2014-09-22,23,2010-11-15 00:00:00,"WeEen63a","yelp_id_0"
"K4DphkXQH3WKdOPW-NtyMA",2010-09-13,2015-02-24,133,2011-12-28 00:00:00,"8KoAB4O6","yelp_id_0"
"K5hiL1BPhw72K3v_MaYodw",2005-07-21,2007-08-12,18,2006-11-12 00:00:00,"V430A6oB","yelp_id_0"
"K8pMeDmV0uEO9vxNnUUbvw",2009-03-26,2015-04-03,135,2012-12-25 00:00:00,"7RO5aAOq","yelp_id_0"
"K9XTvGo_E5DVqenXI_-YCA",2009-03-13,2015-04-30,17,2013-09-30 00:00:00,"0ZEDGWOD","yelp_id_0"
"KAb0zhEL3MEhIJ8pLd1OpA",2006-03-15,2015-04-30,125,2011-05-20 00:00:00,"Y1EmVJ3w","yelp_id_0"
"KC9tp_gWw9OLFJ8Te1YDYw",2006-04-07,2014-10-14,21,2009-10-28 00:00:00,"geEVmeOz","yelp_id_0"
"KEIThgmS1I4vPW5YKmeE7Q",2005-06-22,2010-07-30,55,2008-10-05 00:00:00,"NbE14yOJ","yelp_id_0"
"KHR8yztFem-3bLLzg3wd_A",2010-10-16,2013-08-13,11,2011-11-23 00:00:00,"njoZ7yOr","yelp_id_0"
"KJBdbBzT5tFvpb0AoY-Q7A",2008-10-13,2015-04-26,263,2011-09-12 00:00:00,"p0389Dom","yelp_id_0"
"KOxUiyQVj1oUaxQrmLVPng",2008-02-26,2009-05-22,17,2008-03-18 00:00:00,"rNo6p0E6","yelp_id_0"
"KQmfIjuFASdZriyUEIg-QA",2007-01-29,2013-02-13,139,2010-07-20 00:00:00,"6K3l6vOz","yelp_id_0"
"KQxLB5FJFae7-u_ghxcUzw",2005-08-22,2013-04-23,89,2010-04-30 00:00:00,"6VOpZ53L","yelp_id_0"
"KSCWAhym4yhcMhNvaOwC9g",2005-06-28,2015-04-13,567,2010-09-06 00:00:00,"9JoPR5E8","yelp_id_0"
"KVq23SRNryJ6sV6QizjRnQ",2005-06-23,2012-09-16,645,2009-06-05 00:00:00,"wmo7kRoq","yelp_id_0"
"KWBo7qtga_eZ4advqIv1Yg",2005-04-28,2015-04-01,174,2011-02-06 00:00:00,"VpoGz73r","yelp_id_0"
"KWRE9Xszkwmd1k5WhUB7Hg",2005-08-31,2015-03-30,14,2010-08-07 12:00:00,"WeEey6Ea","yelp_id_0"
"K_VxjURavhviNek112J38Q",2005-07-06,2015-04-23,308,2012-05-16 00:00:00,"JBEyG0o8","yelp_id_0"
"KaNPkXtlygTqOqLMDN8diA",2006-03-15,2010-11-09,16,2008-05-22 12:00:00,"ekE4L0E2","yelp_id_0"
"KbtYDp1F1zP7cpj8RWNRqA",2008-04-24,2014-10-09,15,2011-06-23 00:00:00,"1m3MyD3B","yelp_id_0"
"KfnOYbgaz_SLBb1GS50H3g",2005-06-27,2014-03-15,226,2009-10-08 00:00:00,"B1oXqYOV","yelp_id_0"
"KhRkU6UbdilNsOJVwO_BQw",2009-01-24,2015-03-16,12,2013-01-05 00:00:00,"1m3MlLEB","yelp_id_0"
"KibO1gddNpKzPduJKPGQXA",2008-10-22,2010-01-14,35,2009-02-02 00:00:00,"8xExD7E0","yelp_id_0"
"Kj2LXpP_J8KUQ1Jnjocfcw",2007-01-24,2011-01-02,27,2008-10-22 00:00:00,"0j3L8Z3r","yelp_id_0"
"KjDD8mCPWbPRNL7uyQoTzQ",2006-11-19,2015-04-15,30,2011-06-14 00:00:00,"v5oJN8oB","yelp_id_0"
"KjqDozXRCbCVL3OL_Bks_A",2005-06-28,2015-04-24,57,2012-01-04 00:00:00,"B1oX8moV","yelp_id_0"
"KkG17ApJYDtvLNlKsT34XQ",2006-12-14,2010-01-13,16,2008-05-22 12:00:00,"NbE1PkOJ","yelp_id_0"
"KktmGOBowhaKauCA2vPGFg",2006-08-05,2014-10-21,56,2010-06-02 00:00:00,"nkOvRxOB","yelp_id_0"
"KnlLUZMSui_LjKODD2RnRA",2010-04-30,2012-10-28,31,2011-08-28 00:00:00,"JBEy0aO8","yelp_id_0"
"KpGUuNllsQ1aQ8YZUCydGw",2005-08-26,2013-02-19,10,2011-07-06 12:00:00,"WeEe5aEa","yelp_id_0"
"KsZYQZscaSR9NCBHxwr_sA",2008-07-22,2015-01-21,27,2012-04-21 00:00:00,"m0oWPQOG","yelp_id_0"
"KudA4I2A6Fm-gUT3n4ruMw",2006-02-08,2015-04-15,77,2010-08-02 00:00:00,"1JEb9mOR","yelp_id_0"
"Kv5rm54HMssM_XgaQtyEuQ",2010-11-29,2015-04-27,54,2013-07-05 12:00:00,"7RO5WN3q","yelp_id_0"
"Kw3GA_gz5cPRUwA-oGirGQ",2007-11-08,2014-02-24,24,2010-10-11 12:00:00,"qN3gDBoA","yelp_id_0"
"KwVjblpK5zIucKwWZJJlUw",2005-06-29,2015-04-27,580,2012-01-04 12:00:00,"8gOqPxo2","yelp_id_0"
"L3HzIb3EHexFQtgn382zSQ",2008-01-18,2014-03-29,17,2009-09-05 00:00:00,"N6OkWWOx","yelp_id_0"
"L4ERXsZcQg5Pk8IdurIbbw",2006-06-24,2013-08-13,10,2009-04-20 00:00:00,"0j3LBZOr","yelp_id_0"
"L7V5c63bWqwy_JA-4D3CKA",2005-07-29,2015-04-17,333,2011-05-11 00:00:00,"8x3zwbok","yelp_id_0"
"LDYcMs-ccsFYgS00WA2YeA",2007-12-28,2008-07-13,8,2008-04-24 12:00:00,"B1oXbbEV","yelp_id_0"
"LDaeQK6c3ktbBPmZydA_FQ",2006-02-15,2015-04-22,120,2009-04-14 00:00:00,"XJ3rkJoR","yelp_id_0"
"LG1wJ8ZNcc6LlCoSnveotg",2005-06-25,2012-10-09,103,2009-05-15 00:00:00,"ZBEnKY3Y","yelp_id_0"
"LIJ-1JfWKuYhpf4IjQip7g",2006-01-20,2013-01-28,14,2007-11-12 00:00:00,"qN3gq2OA","yelp_id_0"
"LJVn1GVW5uk954OEieUm9Q",2006-11-15,2013-09-02,134,2011-05-23 00:00:00,"we39nrok","yelp_id_0"
"LJueJA5_1WEhnNRKw1WA8w",2010-11-21,2015-05-02,344,2012-03-14 12:00:00,"rJoQPv3V","yelp_id_0"
"LK-S-JXsIbGAeBoiXt0hIg",2007-04-27,2011-12-31,170,2009-08-15 12:00:00,"6K3lNvOz","yelp_id_0"
"LMSEGpllTjJDtbaAaD5wfQ",2007-01-16,2015-04-27,164,2012-03-21 12:00:00,"NbE1AyEJ","yelp_id_0"
"LOTkX6ewQaJ-ibND5sEFuA",2006-04-11,2015-04-08,57,2011-07-21 00:00:00,"8x3zeREk","yelp_id_0"
"LS4LKpQ4ZqiBbIiT_QxJHw",2005-06-27,2015-04-26,526,2011-06-26 12:00:00,"geEVpVoz","yelp_id_0"
"LUOLEOAQ_euDAw6NTgDBig",2007-11-28,2014-12-18,11,2012-05-10 00:00:00,"8xExqB30","yelp_id_0"
"LVVLHnAI1ioQuL-3wsVkGA",2005-07-10,2012-03-19,123,2009-11-25 00:00:00,"ZBEnVZEY","yelp_id_0"
"LY9LXx9KkHZaLfVllJJOnQ",2005-08-12,2011-05-02,40,2009-03-10 00:00:00,"8x3zZz3k","yelp_id_0"
"LYN8v6MeBhxir_z4QMx5eA",2005-06-24,2013-04-12,429,2010-09-23 00:00:00,"JBEyAaE8","yelp_id_0"
"LYrvNIMZoIZ7ypEX2noiPw",2005-07-14,2015-04-27,362,2011-12-19 12:00:00,"1m3MVYoB","yelp_id_0"
"LaQ3lSH_cUBjvnsQ4CUNrQ",2008-03-17,2015-04-30,125,2013-02-24 00:00:00,"KAoKbp3g","yelp_id_0"
"LaugUEDfWew-yrF3zxy-7g",2008-07-09,2008-10-26,4,2008-08-17 12:00:00,"WwOaRzEB","yelp_id_0"
"LbkkSCl7VbS1HAs7bqudMA",2008-05-14,2015-04-20,12,2012-04-29 00:00:00,"Y1EmpROw","yelp_id_0"
"LdzAlJnB4fslwVQ3F40Z1w",2005-07-15,2015-03-16,79,2010-06-19 00:00:00,"njoZZBor","yelp_id_0"
"LeQdmzwBaG7VnDlRbHKuyw",2004-10-18,2015-02-02,167,2010-05-13 00:00:00,"JBEyMRE8","yelp_id_0"
"LeUPTNMdwVJX6BgU2wFylw",2005-07-08,2015-04-19,187,2010-09-11 00:00:00,"njoZ1Q3r","yelp_id_0"
"Lg3uh8SzuEqCvoxXbG_6Rw",2010-10-20,2015-04-30,1230,2013-06-15 12:00:00,"lnORw6EN","yelp_id_0"
"LhXvBAEjbawCS0--8FmgJQ",2010-09-04,2015-04-02,122,2013-02-10 12:00:00,"V430rqOB","yelp_id_0"
"Ljbj5iFTxWqNlza8obr-lQ",2006-10-30,2008-07-16,4,2008-04-18 00:00:00,"8gOqg532","yelp_id_0"
"LkvRXY-erh34k7CPlrSmBg",2008-12-30,2015-05-01,130,2011-12-03 12:00:00,"0j3LGMEr","yelp_id_0"
"LnBUaeCx73453ab-wXKdEQ",2008-06-10,2014-11-11,18,2011-10-29 12:00:00,"ZBEn2WEY","yelp_id_0"
"Lo6bxJHRzNPwc4W3LC61mQ",2007-05-22,2014-09-10,19,2010-12-07 00:00:00,"6K3lQKoz","yelp_id_0"
"LpFfAhqlGdo-6mW_CN_I5A",2005-07-25,2015-04-20,196,2011-03-22 12:00:00,"ydEjM1OW","yelp_id_0"
"LsB51VPkcEK-ZEhYsbNvwA",2006-03-28,2015-01-30,23,2012-03-16 00:00:00,"XJ3rPYOR","yelp_id_0"
"LsfsTh-xqUvKjFNp1i6zkg",2005-08-29,2011-05-18,38,2008-09-20 12:00:00,"6K3lDk3z","yelp_id_0"
"LtSZPfSXrRvCNbgInO7azQ",2011-01-29,2015-04-27,123,2012-10-26 00:00:00,"Pk3wRqEd","yelp_id_0"
"M-QS0O8IPQXLZS593XhMiQ",2008-04-15,2009-10-27,3,2009-09-22 00:00:00,"dj3dkXE9","yelp_id_0"
"M08ZeFcfxfP7jRu38NR50w",2008-06-29,2015-02-22,18,2014-05-09 12:00:00,"ekE4K6O2","yelp_id_0"
"M0XhMif_y1aBZTSilkZE1A",2008-04-29,2015-04-26,76,2013-04-16 12:00:00,"rJoQa0oV","yelp_id_0"
"M1KoBObQKRHmeUwr2UslAg",2008-06-06,2015-04-29,286,2011-06-12 12:00:00,"8xExay30","yelp_id_0"
"M4qCjI8_jAUI2wQ2Jx05lQ",2005-08-31,2015-05-01,307,2012-10-15 00:00:00,"6K3lZqOz","yelp_id_0"
"M7UnQR0wvLq7sZNhau34YQ",2005-07-15,2015-02-22,97,2011-03-23 00:00:00,"rNo6G0O6","yelp_id_0"
"M9cF09YCto5OKxEykUekGQ",2005-08-24,2015-04-27,281,2011-06-11 00:00:00,"dj3dXL39","yelp_id_0"
"MBeTiQcvjtGQ4Y1Ytsu2HQ",2007-04-06,2009-07-30,5,2008-02-20 00:00:00,"eVOBDa3j","yelp_id_0"
"MCZSt5R9SPDPpfSKoPKoBw",2007-04-27,2015-04-29,187,2011-05-01 00:00:00,"ZBEnNqEY","yelp_id_0"
"MEZVtQqoY53e9b7fZuIa7Q",2005-08-26,2007-03-05,3,2006-06-01 00:00:00,"KAoKpKOg","yelp_id_0"
"MGp8f_l3OJolDeCHl41G1w",2005-05-12,2007-09-16,4,2005-08-07 12:00:00,"B1oXKN3V","yelp_id_0"
"MJkZMQGs0_Sv4W9FUiDG2Q",2006-11-13,2014-12-22,89,2011-06-12 00:00:00,"8xExn7o0","yelp_id_0"
"MKHOFa61W_pHyedU_srHmg",2009-07-20,2015-04-30,159,2012-02-23 00:00:00,"KAoKJK3g","yelp_id_0"
"MLGQ1CXTXp6D-DLmccc_Fg",2008-06-01,2015-03-05,14,2012-04-14 12:00:00,"6VOpNb3L","yelp_id_0"
"MN4JY0S23kL92yq3Icbc7w",2009-06-12,2015-04-22,120,2012-10-08 00:00:00,"NbE1rN3J","yelp_id_0"
"MNDAsIPlo2EllYLYl8VWVA",2007-03-12,2015-03-29,82,2010-08-15 12:00:00,"0ZEDm73D","yelp_id_0"
"MOcHiAoNyDZIEs43b_hkKg",2007-03-27,2015-02-25,76,2011-11-30 12:00:00,"v5oJKbOB","yelp_id_0"
"MSPiKApkBzxKsAYHHRRNsw",2010-04-23,2012-10-24,20,2011-09-06 00:00:00,"p038bGOm","yelp_id_0"
"MStFTIhkI3GEmkLn5Kl4bg",2005-07-13,2014-11-26,11,2011-03-06 00:00:00,"8xExBJo0","yelp_id_0"
"MTE7Q348eiZLlWBZ0QPLZg",2006-10-23,2015-04-25,40,2012-01-17 12:00:00,"8xExRWo0","yelp_id_0"
"MTeEKypVtlnr0ERJbc0EGA",2006-10-09,2014-07-17,39,2010-06-10 00:00:00,"ekE4mN32","yelp_id_0"
"MWlRlCPndST7OWoCqgEX6Q",2008-11-21,2015-04-04,20,2013-12-17 12:00:00,"ZBEngr3Y","yelp_id_0"
"McUuCYkGVLKaaYBM7MoZHQ",2008-10-03,2011-08-22,118,2009-11-20 00:00:00,"JGoNyY3L","yelp_id_0"
"Me_gPehkPj9iO1SNLF0Ycw",2006-03-15,2015-04-03,99,2011-04-27 00:00:00,"we39LrEk","yelp_id_0"
"MfZk4_t5693Xm7YRBfS8wQ",2005-07-01,2014-12-20,84,2009-02-10 00:00:00,"9JoP8jo8","yelp_id_0"
"MgRLD8cMA7o_7A-1cjRmZg",2010-12-22,2014-12-22,9,2014-05-06 00:00:00,"XJ3rmpER","yelp_id_0"
"MiJtz5-WE2vd4f-tWoUKbQ",2006-02-09,2009-09-29,16,2008-03-24 12:00:00,"B1oXP1oV","yelp_id_0"
"MiOurH3MHs6CwA6iOWehOQ",2005-03-07,2015-04-18,382,2010-07-27 00:00:00,"WwOa8VoB","yelp_id_0"
"Mn-d_LIUp2W4ez2QO2_xYA",2005-07-29,2015-05-01,60,2010-07-13 00:00:00,"ekE476O2","yelp_id_0"
"Ms8KQYLifiFa4dqC920UeQ",2006-04-09,2015-04-04,127,2011-08-09 00:00:00,"1m3MbpoB","yelp_id_0"
"Mu1qBZfBI4v9yB1zOsMoRA",2005-08-31,2015-04-26,412,2011-12-24 00:00:00,"nkOvZZOB","yelp_id_0"
"MunvpbMj4zWntWvutQs2nQ",2005-06-29,2015-01-01,342,2011-03-13 00:00:00,"geEVr5Ez","yelp_id_0"
"MuoWv7cZg_1AruPH5gFRBg",2009-09-02,2015-04-06,45,2013-04-03 00:00:00,"9JoPkZ38","yelp_id_0"
"MxEmhStZqOmApfnxu4ev6g",2005-06-27,2015-03-28,166,2010-01-22 00:00:00,"wmo7QQEq","yelp_id_0"
"MyoYgca7Wy0htn7fJTuw4w",2008-05-20,2010-08-13,11,2009-10-01 00:00:00,"dj3dV5O9","yelp_id_0"
"N-iHTQLZwsgYv2gqWsr-yA",2005-07-29,2014-12-31,32,2011-05-01 00:00:00,"V430g1EB","yelp_id_0"
"N1I62n251RGzw1yGO_AKuQ",2007-05-10,2014-11-06,7,2008-01-09 00:00:00,"we39lDEk","yelp_id_0"
"N6RSn9Q2nA37sp207R8c9Q",2005-07-10,2014-01-10,153,2009-11-29 00:00:00,"Y1EmWnow","yelp_id_0"
"N8vuTtJ5k3ysPhV8prPU_g",2005-07-26,2008-05-31,14,2007-10-22 12:00:00,"m0oWQPEG","yelp_id_0"
"NCWIw9jzmYxtfEoPqUfbtg",2005-06-28,2015-03-03,229,2010-06-16 00:00:00,"8xEx7eO0","yelp_id_0"
"NDRh7_J4si7Rf2lyAM-Lyg",2006-07-23,2015-04-25,100,2011-06-03 12:00:00,"0j3LeMor","yelp_id_0"
"NHducBCtF5qnAUxj-EcZzQ",2005-06-30,2015-04-28,212,2011-11-13 00:00:00,"nkOvJ8OB","yelp_id_0"
"NIB9DZuyKNmnBq_IKav3JA",2005-07-15,2014-10-10,83,2010-10-09 00:00:00,"WeEewmoa","yelp_id_0"
"NId1VnhPqNUYamn4hzQn8Q",2006-09-26,2015-04-27,166,2011-02-27 00:00:00,"p038ADom","yelp_id_0"
"NJJuY1Iynb8uBGnD-8ROxA",2008-11-04,2015-02-09,22,2012-05-10 12:00:00,"8KoAwzE6","yelp_id_0"
"NL_SgFCTBYp1P_6ZD0-CyA",2007-05-13,2015-04-23,94,2012-10-01 12:00:00,"8xExWyO0","yelp_id_0"
"NLwZc0Z23AzP160Qa8u-Iw",2006-07-23,2011-03-26,7,2008-07-14 00:00:00,"dj3dbrO9","yelp_id_0"
"NNQbGp4nmIg3YHXiIPtyqw",2005-07-29,2014-12-03,48,2009-10-08 12:00:00,"6VOpzQ3L","yelp_id_0"
"NNzNPqHB08jdgU-BcCWIMQ",2005-07-07,2015-03-18,66,2010-11-11 12:00:00,"ydEjjPEW","yelp_id_0"
"NOxXooahnQvpHoYKYTdh8g",2007-08-17,2015-04-26,20,2011-07-26 00:00:00,"Y1Em0mOw","yelp_id_0"
"NQfTzIYfW2GLoFE3U9qeng",2005-08-31,2015-03-09,44,2011-05-08 00:00:00,"B1oXYDOV","yelp_id_0"
"NTm0rhb3NnpHRLaVoeqXVA",2005-06-27,2014-04-16,161,2010-07-08 00:00:00,"0ZEDKkOD","yelp_id_0"
"NUTk37gRUiCoK590DZvl7A",2005-08-11,2015-02-05,70,2010-08-31 00:00:00,"v5oJ9J3B","yelp_id_0"
"NWeiDl30SoXjsd9uZnbbHw",2005-07-21,2015-04-17,112,2011-04-04 12:00:00,"0ZEDBxoD","yelp_id_0"
"Nb7dRR6ytDPVA1Nm7FVupw",2006-04-08,2015-04-06,99,2012-07-14 00:00:00,"9JoPqZO8","yelp_id_0"
"NjBjAYLPy8Msv6obCnBRmQ",2004-10-19,2015-04-24,154,2011-10-16 12:00:00,"Pk3wVVEd","yelp_id_0"
"Nl1s_4A_U9KmqiVpuM53fQ",2008-06-10,2015-04-16,34,2012-12-22 00:00:00,"we39brok","yelp_id_0"
"NlJyx3x87DbmVhZkNPOVjg",2010-01-24,2015-04-28,167,2011-05-09 00:00:00,"wmo7ldOq","yelp_id_0"
"NmZjrVUl4npKVHhOfe5U4w",2005-07-21,2015-03-28,90,2009-07-13 00:00:00,"p038m8om","yelp_id_0"
"Nr-Ays4S7GIh4SYAkVODuQ",2005-06-23,2009-05-31,129,2007-10-25 00:00:00,"0ZED6loD","yelp_id_0"
"NuS9vKwkKOJKEZkN993XJw",2008-07-21,2009-05-11,6,2008-10-02 12:00:00,"geEVveEz","yelp_id_0"
"NyATJiuJdY10zcnL89x7hQ",2005-06-27,2015-04-30,601,2010-10-24 00:00:00,"JBEyXBO8","yelp_id_0"
"NydbCm5DEthbBOI32oYgIw",2005-07-02,2015-04-18,174,2011-06-03 12:00:00,"dj3dwXE9","yelp_id_0"
"O5_-ft9qddWju4Rw8I_GDQ",2009-05-26,2015-05-01,165,2012-03-23 00:00:00,"8gOqLAo2","yelp_id_0"
"O6Pgq7q6F0T1evCh9cBK_A",2009-11-24,2011-03-26,12,2010-05-18 00:00:00,"JGoNZYoL","yelp_id_0"
"O7Wgpxd8iGLKMmnhdbtJuw",2005-07-06,2009-11-18,37,2008-07-05 00:00:00,"V430a7oB","yelp_id_0"
"O82HrRCYcxhKXzJk89uOcg",2006-04-18,2015-04-20,85,2010-10-05 00:00:00,"geEVw53z","yelp_id_0"
"O9EmJNtsgDK-nQG578KRZA",2006-04-24,2015-04-22,149,2010-10-30 00:00:00,"JBEy6m38","yelp_id_0"
"OBHoH-f11CHnLihTpUTdQA",2008-07-06,2015-04-07,224,2010-03-31 12:00:00,"eVOBpp3j","yelp_id_0"
"OC4QWe0o4D3b9Leqyp-AnQ",2007-03-09,2015-04-27,55,2011-04-02 00:00:00,"6VOpJd3L","yelp_id_0"
"OE8PT_RBae_ruhX4bY1abw",2006-05-17,2014-10-14,28,2008-06-06 00:00:00,"1m3MzLoB","yelp_id_0"
"OE_VB4NG6zrO9XKmsTYeUA",2005-10-18,2015-05-01,142,2011-11-20 00:00:00,"ydEjDdoW","yelp_id_0"
"OGD0K0hw7H7TD6A7ojUX5w",2005-07-05,2015-04-15,291,2011-02-17 00:00:00,"B1oXz1EV","yelp_id_0"
"OHM1IW-ZvgiOONZ71zXIxw",2006-01-23,2014-09-18,7,2010-02-17 00:00:00,"8x3zNb3k","yelp_id_0"
"OHznMGNdOI8WNI4ZdmkbEw",2007-01-08,2015-04-25,37,2012-03-11 00:00:00,"Pk3wpwod","yelp_id_0"
"OIIuNAh_kmR2516UgSzItg",2010-12-14,2015-05-02,647,2013-04-11 00:00:00,"ZBEnwG3Y","yelp_id_0"
"OOyEauiyObRBF0LPsfXHzA",2007-03-06,2015-04-08,99,2012-08-24 00:00:00,"6K3lq8oz","yelp_id_0"
"OPuKkqCnM3uowh7969-feQ",2005-07-08,2015-04-21,545,2012-02-28 00:00:00,"dj3dMKo9","yelp_id_0"
"OQkpfDdg58_s3nXFNNm4oA",2011-02-05,2011-11-16,39,2011-03-28 00:00:00,"6VOpQNEL","yelp_id_0"
"OVpw_wcB8D-QrWuY2-yOyg",2009-12-21,2013-03-03,30,2011-02-08 00:00:00,"8xExeV30","yelp_id_0"
"OYAYRPuZoZ_WkTk3ZvisVw",2006-07-24,2015-04-28,154,2012-03-30 00:00:00,"9JoPrdE8","yelp_id_0"
"OY_RVMiYf3wIqe1bGz1LTA",2007-02-07,2014-10-17,20,2010-05-11 00:00:00,"6K3lAvoz","yelp_id_0"
"OZfUvKIE7tfi8tM1aT9PXA",2007-07-06,2015-04-12,120,2012-05-19 00:00:00,"9JoP1QO8","yelp_id_0"
"Oh5xkt-2rmV_wF3dG9I53g",2008-09-18,2015-04-26,119,2011-06-24 00:00:00,"XJ3rR3R5","yelp_id_0"
"OhmqQgTKgthNqN11C744pg",2008-06-15,2015-05-01,316,2012-01-16 12:00:00,"0ZEDj7oD","yelp_id_0"
"Oim_dIgcnNqPP6809R4FTA",2010-12-13,2013-06-10,51,2011-12-03 00:00:00,"N6Okbpox","yelp_id_1"
"Ok12c5f-yCfZlTjEzaQEWQ",2008-08-16,2014-12-12,9,2012-01-02 00:00:00,"ydEjvBEW","yelp_id_0"
"OkVPPlfIpCUh7ID7NvlHFw",2005-04-26,2012-11-13,215,2009-11-18 00:00:00,"dj3dDj39","yelp_id_0"
"Oky7Ont6K2fLWQqdZJTv2A",2006-11-22,2015-04-28,25,2011-10-03 00:00:00,"lnORZeON","yelp_id_0"
"OlEkpB9fpBHgJ0xHlRnbkg",2006-11-24,2015-03-03,37,2010-12-16 00:00:00,"7RO5gn3q","yelp_id_0"
"Ont9pfPmKYQKUHnGy_m6qQ",2005-08-02,2015-04-06,95,2010-12-21 00:00:00,"WwOaJNEB","yelp_id_0"
"OrctWQwGzm4Cn1MpfTzF-w",2005-07-23,2015-05-02,509,2012-03-28 00:00:00,"WeEek6oa","yelp_id_0"
"P1PQkunouCyj4FQK9ODOKQ",2009-08-25,2014-12-24,16,2012-04-24 12:00:00,"0ZEDL8ED","yelp_id_0"
"P2AjS7UQpQoSdf5xdCYwtA",2008-10-04,2014-12-24,21,2013-10-09 00:00:00,"lnOR6LON","yelp_id_0"
"P5nd7-vewW3i3E9SdeziXQ",2008-07-17,2014-09-24,9,2011-01-23 00:00:00,"rNo6jao6","yelp_id_0"
"P6xxQO9ie7N6U5u3W6PRxA",2005-04-27,2014-11-22,358,2010-11-16 12:00:00,"8gOqdMo2","yelp_id_0"
"P90OtgrauSzYTrF41z7p5g",2007-12-11,2015-03-13,32,2011-04-16 00:00:00,"N6OkwgOx","yelp_id_0"
"PA7qDO4kNL808DExFOgmcQ",2005-08-12,2015-04-17,130,2012-08-07 00:00:00,"8KoAReO6","yelp_id_0"
"PAFyEgevPbw3IFE4iKfk6w",2005-07-01,2015-04-16,16,2011-05-03 00:00:00,"ZBEn6pEY","yelp_id_0"
"PJ3n2nqnubwWq_qLNS7TNg",2009-02-24,2015-04-13,31,2012-06-10 00:00:00,"v5oJQ13B","yelp_id_0"
